5,Low-budget drama Moonlight warms up for Sunday's Oscars by winning six Independent Spirit Awards.,bbc-news
3,"Actor David Harewood says Doctor Who ""needs to do something different"" - and he'd be up for it.",bbc-news
9,"Watch live BBC Sport coverage of the men's skeleton followed by the four-man bobsleigh at the World Championships in Konigssee, Germany.",bbc-sport
9,Watch BBC One live on BBC iPlayer.,bbc-sport
9,WBO world welterweight champion Manny Pacquiao and Great Britain's Amir Khan agree to fight on 23 April.,bbc-sport
3,North Korean leader's half brother was killed by a nerve agent in the airport two weeks ago.,bbc-news
9,"Leicester City striker Jamie Vardy says speculation he was involved in Claudio Ranieri's dismissal is ""untrue and extremely hurtful"".",bbc-sport
9,"Head coach Vern Cotter lauds Scotland's second-half display against Wales, as they rack up 20 unanswered points to win.",bbc-sport
9,"Captain Alun Wyn Jones wanted to kick for goal at a crucial point against Scotland, but says his kickers said ""no"".",bbc-sport
9,Chelsea stretch their lead at the top of the Premier League table to 11 points after victory over Swansea City at Stamford Bridge.,bbc-sport
9,Gavin McDonnell fails in his bid to join his twin brother Jamie as a world champion with a majority-decision loss to Rey Vargas.,bbc-sport
9,Ireland beat France 19-9 in Dublin to keep alive their hopes of winning a third Six Nations Championship in four years.,bbc-sport
13,Billionaire investor Warren Buffett devoted a substantial portion of his annual letter to deepen his long-running critique of investment fees.,bloomberg
10,"Facebook's approach to Snapchat has been: if you can't buy it, copy it.",bloomberg
6,President Donald Trump asked on Twitter why the media hasn’t reported that the national debt has dropped since his inauguration.,bloomberg
6,"Policies supported by Republican congressional leaders to repeal and replace Obamacare could lead millions of people to lose their health coverage, according to a presentation given to state governors meeting Saturday in Washington.",bloomberg
5,This year’s Oscar nominees include seven people of color in the best and supporting acting categories.,bloomberg
6,"President Donald Trump said he won’t attend this year’s White House Correspondents Association Dinner on April 29, following weeks of attacks on news organizations that included calling them “the enemy of the American people.”",bloomberg
13,"With late payments on the rise, a dealership upsell begins to look dangerous.",bloomberg
6,"President Donald Trump has announced that he will not attend this year's White House Correspondents' Dinner, a move that comes amid increasingly hostile relations between the media and the White House.",cnn
6,"White House press secretary Sean Spicer excluded several major news outlets, including the New York Times and CNN, from an untelevised media briefing on Friday, hours after President Donald Trump assailed coverage of his administration.",bloomberg
6,"At a campaign-style rally in Melbourne, Florida, President Trump started out by attacking the media saying he wanted to speak to the crowd without the filter of the ""fake news.""",cnn
6,The former Obama White House communications director says the Trump administration's combative approach to the press risks following the model of Russia.,cnn
6,"Former Labor Secretary Tom Perez was elected chairman of the Democratic National Committee on Saturday, as the party struggles to set a new direction after Hillary Clinton’s November loss to Donald Trump.",bloomberg
6,"New national security adviser H.R. McMaster is already setting a strikingly different tone than his ousted predecessor, Michael Flynn, and President Donald Trump, saying the term ""radical Islamic terrorism"" isn't helpful for US goals.",cnn
6,"A Republican lawmaker who supported Donald Trump in the 2016 presidential election said a special prosecutor should investigate reported communications between the Trump campaign and Russians known to US intelligence, not Attorney General Jeff Sessions.",cnn
6,President Donald Trump told Reuters that the US should be leading the world in nuclear weapons. The statement left non-proliferation experts puzzled and concerned.,cnn
6,"President Donald Trump would like the US to be ""at the top of the pack"" when it comes to having nuclear weapons",cnn
15,"One man is in custody after a pickup truck rammed a crowd at a New Orleans Mardi Gras parade, police said. At least 21 people were hurt.",cnn
10,"I’ll be honest, hearing about what Raybaby does made me happy I don’t have kids. The mere thought of needing a device to monitor a child’s breathing..",techcrunch
6,"While President Donald Trump was busy ignoring the reality of his low approval ratings by bathing in the embrace of an adoring crowd last weekend, his foreign policy challenges were stacking up.",cnn
6,Democrats chose a new chair to lead their battered party as it tries to channel its base's anti-Donald Trump energy into an electoral rebound.,cnn
10,Uber employees have flocked to an anonymous workplace app called Blind as a sort of catharsis since ex-Uber engineer Susan Fowler Rigetti posted about being..,techcrunch
10,"Tech news was heavy this week. Uber is facing a sexual harassment claim as well as a lawsuit from Google, NASA discovered planets with what could prove to be..",techcrunch
5,"Actor Bill Paxton, known for roles in Aliens and Titanic, has died aged 61, his family tell US media",bbc-news
6,"Leader says the party must ""remain united"" following its by-election loss to the Conservatives.",bbc-news
10,"Tesla CEO Elon Musk has shared the results of his own investigation into factory working conditions at the carmaker, following accusations by employee and..",techcrunch
3,"If you’ve read the latest headlines about Britain’s tech industry, you’d think the country hadn’t been rocked by the greatest political and economic..",techcrunch
3,"More than 3,500 attacks were carried out on migrants and asylum shelters in Germany last year.",bbc-news
5,"Five-year-old Ellie-May Clark, who was minutes late for an appointment, died of an asthma attack.",bbc-news
10,An iconic Nokia phone is revamped with added battery life and new features alongside several Nokia-branded Android models.,bbc-news
5,"The former home of the original Ernie machine, which generated winning Premium Bond numbers, is demolished.",bbc-news
9,England overcome a stern challenge from Italy to remain unbeaten in this year's Six Nations and stretch their winning run to 17 matches.,bbc-news
9,Listen to BBC Radio 5 live commentary and follow updates of the EFL Cup final at Wembley.,bbc-sport
15,One man is critical and four others injured after a Mercedes crashes into them in south-east London.,bbc-news
6,A key Theresa May aide is being criticised over his comments defending changes to the PIPs system.,bbc-news
9,"Follow live text commentary, match action and the best from social media on day three of the 2017 FA People’s Cup first round.",bbc-sport
9,Red Bull unveils the car many expect to be the closest challenger to world champions Mercedes in 2017 - the RB13,bbc-sport
9,Watch BBC Two live on BBC iPlayer.,bbc-sport
9,A woman who died in a crash in Neath Port Talbot is named as Wales rugby international Elli Norkett.,bbc-sport
9,Harry Kane scores his third hat-trick in nine games as Tottenham react to their European exit by hammering Stoke to go second in the league.,bbc-sport
9,Lionel Messi scores a late winner as Barcelona beat Atletico Madrid to move top of La Liga.,bbc-sport
6,There's a lot of confusion to clear up when the president addresses Congress Tuesday night.,bloomberg
10,"Google is bringing its voice assistant to the latest Android phones, starting with a closer partnership with LG Electronics.",bloomberg
6,"Treasury Secretary Steven Mnuchin said President Donald Trump’s upcoming budget won’t touch entitlement programs such as Social Security or Medicare, and will instead focus on ways to produce long-term economic growth by slashing taxes.",bloomberg
13,"Every new generation of babies is the “luckiest crop,” and things are never as bad as they seem.",bloomberg
13,Peak optimism is fast approaching.,bloomberg
5,"Deutsche Bank AG cut its bonus pool for 2016 by almost 80 percent, Frankfurter Allgemeine Sonntagszeitung reported, a figure unmatched in the bank’s recent history as it tries to counteract the impact of low interest rates and legal expenses.",bloomberg
13,"How value investing, mixed with a contrarian streak, helped Lions Gate beat the blockbuster model.",bloomberg
5,"Actor Bill Paxton, whose extensive career included films such as ""The Terminator,"" ""Aliens"" and ""Titanic,"" has died at age 61, a representative for his family said in a statement.",cnn
5,A look back at notable people who have died in 2017.,cnn
5,"Actor Bill Paxton, whose extensive career included films such as ""Twister,""  ""Aliens"" and ""Titanic,"" has died, a representative for his family said in a statement. He was 61.",cnn
5,Police are searching for the people who shot and killed 8-year-old De'Maree Adkins who was traveling with her mother in Houston.,cnn
6,New Democratic National Committee Chairman Tom Perez is joining calls for an independent investigation into reported contacts between President Donald Trump's campaign and Russians known to US intelligence.,cnn
6,New Jersey Gov. Chris Christie says Republican lawmakers should hold town halls even if that means confronting hundreds of angry progressive constituents.,cnn
6,"The Democratic National Committee elected Tom Perez as its new chairman, voting for the former labor secretary over Minnesota Rep. Keith Ellison in a 235-200 vote.",cnn
13,"The exact dollar value of Saudi Aramco may be up for debate, but the listing of the world’s biggest company will be priceless for the kingdom’s markets.",bloomberg
6,"Bernie Sanders said on ""State of the Union"" Sunday that he doesn't believe his candidate for Democratic National Committee chairman, Minnesota Rep. Keith Ellison, was defeated Saturday because the election was rigged, but the system could use some retooling.",cnn
10,"A very happy Mobile World Congress to you and yours. The world’s largest smartphone show is still a couple of days from its official kick off, but..",techcrunch
10,"The modular G5 was a novel device, but novelty alone doesn’t sell phones. So LG went back to the drawing board for its followup, and the result is, on a..",techcrunch
5,Actor Bill Paxton tells Larry King that being a filmmaker was always his dream,cnn
10,"If you're bored of the same old monotone/metallic smartphone color choices, Chinese mobile maker Huawei has been thinking a little differently for its just..",techcrunch
10,"Bigger screens don’t cut it anymore. Now, we need taller screens. I’ve been playing with the LG G6 for the past 24 hours. In many ways, it is just another..",techcrunch
5,"While defending President Trump's decision to skip the White House Correspondence Dinner, Ben Stein said that the media is ""trying to do to Trump what they did to Nixon"" during the Watergate scandal.",cnn
5,The moment when La La Land producer realised Moonlight had won the Oscar for best picture,bbc-news
10,The idea that giant batteries may someday revolutionize electrical grids has long enthralled clean-power advocates and environmentalists. Now it’s attracting bankers with the money to make it happen.,bloomberg
5,"Stars including Emma Stone, Viola Davis and Dev Patel walk the red carpet at the 89th Academy Awards.",bbc-news
5,Moonlight wins best picture at the Oscars - after Faye Dunaway initially says La La Land won.,bbc-news
5,All the winners at this year's Academy Awards.,bbc-news
5,"Irene Clennell has been sent back to Singapore, leaving behind her husband and sons in Britain.",bbc-news
6,Sir Gerald had been an MP since 1970 and became the oldest serving member of the Commons in 2015.,bbc-news
15,The first public sessions will focus on British children sent to Australia between 1945 and 1974.,bbc-news
5,"Winners of the 89th Academy Awards, including Viola Davis, Emma Stone, Mahershala Ali and Casey Affleck.",bbc-news
5,"La La Land is wrongly given the best picture Oscars, but it is not the first jaw-dropping award fail.",bbc-news
13,"Consumers are now more likely to seek out better deals, but the regulator warns many still lose out.",bbc-news
9,"Follow live text commentary, images, social media and analysis from the first day of testing at Circuit de Catalunya.",bbc-sport
9,"Italy's tactics at Twickenham tested England - and Eddie Jones' patience - to the limit, writes Tom Fordyce.",bbc-sport
9,"Jose Mourinho and Zlatan Ibrahimovic's partnership hints at more success for Manchester United, writes Phil McNulty.",bbc-sport
9,Anthony McGill wins the Shoot Out title in Watford in the first year that the one-frame format has been counted as a ranking event.,bbc-sport
9,"An alternative look back at the third round of the Six Nations, as England don't know the rules, Eddie Jones is angry and Rhys Webb is impish.",bbc-sport
9,"World number one Andy Murray says he is ""ready to go"" at the Dubai Tennis Championships after a bout of shingles.",bbc-sport
9,"More than 6,000 teams joined battle in the first stage of the FA People's Cup 2017 - here's our round-up of the weekend's action, and more...",bbc-sport
13,"Adrienne Heintz, an Atlanta marketing professional, has discovered a reliable way to earn higher wages, and Federal Reserve economists are taking note.",bloomberg
9,Who is the next nearest thing to N'Golo Kante? Whose presence at Old Trafford is like that of Roy Keane? Find out in Garth's team of the week.,bbc-sport
6,"President Donald Trump is proposing major defense spending increases and big cuts to the Environmental Protection Agency, State Department and other federal agencies in a proposed budget to be presented soon to Congress, said a person familiar with the plan.",bloomberg
3,The pound fell against all its major peers after The Times reported that U.K. Prime Minister Theresa May’s team is preparing for Scotland to potentially call for an independence referendum in March.,bloomberg
3,The rare public spat between China and North Korea illustrates the dilemma facing Beijing’s leaders as they try to coax Kim Jong Un back to the negotiating table.,bloomberg
5,"In an upset made all the more shocking by the way it was announced, “Moonlight” won the Oscar for best picture, a crowning achievement for African-American filmmakers after two years of controversy over institutional racism in Hollywood.",bloomberg
13,Warren Buffett’s sweeping endorsement of index investing is sure to sting the hedge-fund industry and encourage the stampede into assets that passively track the market.,bloomberg
6,"The White House is working on plans for improving U.S. transportation and other key structures, but agreeing on how to pay for expensive new projects won’t be easy, Transportation Secretary Elaine Chao told the nation’s governors.",bloomberg
13,"As populism grips Europe, the U.S. and elsewhere, there are few targets as ripe for political assault as the institutions stuffed with unelected technocrats wielding the power to affect the economic fate of millions.",bloomberg
10,​Samsung Electronics Co. teased its coming Galaxy S8 smartphone and released new tablets targeting video-gamers and professionals as the company seeks to regain ground lost after pulling its Note 7 from shelves last year.,bloomberg
5,It's an Oscar moment that will go down in history.,cnn
5,"Faye Dunaway and Warren Beatty presented ""La La Land"" as the winner of the best picture award, and the celebration began on stage but was quickly ended when one of the ""La La Land"" winners pointed out that in fact ""Moonlight"" had won the award.",cnn
5,See photos from the red carpet at the 2017 Academy Awards.,cnn
5,"academy awards review Jimmy Kimmel brings silliness to Oscars punctuated by politics, silliness and a shocking twist ending",cnn
5,"""The White Helmets,"" a documentary about volunteer rescue workers in Syria, took home the Oscar for Best Documentary Short Sunday. It was the first Academy Award win for Netflix, which distributed the film.",cnn
6,Former CIA Director John Brennan called for congressional committees looking into the possibility of Russian interference in the 2016 U.S. presidential election to “pursue this investigation with vigor and with the appropriate amount of bipartisan support.”,bloomberg
5,Oscar winners 2017 list,cnn
6,"President Trump's nominee for secretary of the Navy, Philip Bilden, has withdrawn his name from consideration, Bilden and Secretary of Defense Jim Mattis said Sunday in statements.",cnn
6,Homeland Security Secretary John Kelly said immigration enforcement would be limited to criminals and the travel ban won't target Muslims.,cnn
9,"Latest football news including fallout from the EFL Cup final, plus gossip and the best of social media.",bbc-sport
6,"Bill Owens, the father of the Navy SEAL killed in a late-January raid in Yemen, leveled biting criticism at the White House and called for an investigation into his son's death in a news story published Sunday.",cnn
9,"Manchester United manager Jose Mourinho believes striker Zlatan Ibrahimovic will stay - but will not ""beg"" him to do so.",bbc-sport
13,"Insurers say changes to the calculation of compensation payments for accident victims are ""crazy"".",bbc-news
3,We go behind the scenes at a National Front rally in Nantes.,bbc-news
5,A former child migrant breaks down while talking about British children abused overseas.,bbc-news
6,Donald Trump proposes a $54bn (£43bn) military spending increase - a rise of about 10% on 2016.,bbc-news
5,"Neil Fingleton, who at 7ft 7in was Britain's tallest man, was a basketball player before he became an actor.",bbc-news
5,Barry Jenkins' Moonlight wins best picture at the Oscars after an error involving wrong envelopes.,bbc-news
5,Simon Cowell had been asleep in the house with his family when it was broken into.,bbc-news
5,"The former Tory prime minister also says the costs of leaving the EU will be ""unpalatable"".",bbc-news
6,"Shadow Chancellor John McDonnell says plotters are using ""dark arts"" to destabilise Labour's leader.",bbc-news
9,Britain's triple Olympic champion Andrew Triggs-Hodge announces his retirement from rowing.,bbc-sport
